contract,ground_truth_category,tool,rule,severity
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,solhint,avoid-low-level-calls,Warning
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,solhint,no-unchecked-calls,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,one-contract-per-file,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,compiler-version,Error
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,use-natspec,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,state-visibility,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,func-name-mixedcase,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,avoid-low-level-calls,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,no-unchecked-calls,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,avoid-sha3,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,explicit-types,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,var-name-mixedcase,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,func-visibility,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,gas-strict-inequalities,Warning
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,solhint,avoid-call-value,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,compiler-version,Error
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,use-natspec,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,var-name-mixedcase,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,visibility-modifier-order,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,reason-string,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,func-name-mixedcase,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,avoid-low-level-calls,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,avoid-call-value,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,no-unchecked-calls,Warning
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,solhint,gas-strict-inequalities,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,compiler-version,Error
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,use-natspec,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,var-name-mixedcase,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,explicit-types,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,const-name-snakecase,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,gas-strict-inequalities,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,visibility-modifier-order,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,reason-string,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,func-name-mixedcase,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,avoid-low-level-calls,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,avoid-call-value,Warning
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,solhint,no-unchecked-calls,Warning
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,compiler-version,Error
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,use-natspec,Warning
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,explicit-types,Warning
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,reason-string,Warning
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,gas-small-strings,Warning
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,gas-increment-by-one,Warning
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,avoid-low-level-calls,Warning
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,solhint,no-unchecked-calls,Warning
fibonaccibalance,access_control,mythril,SWC-112,High
fibonaccibalance,access_control,mythril,SWC-101,High
fibonaccibalance,access_control,mythril,SWC-101,High
fibonaccibalance,access_control,mythril,SWC-112,High
fibonaccibalance,access_control,mythril,SWC-107,Medium
fibonaccibalance,access_control,mythril,SWC-113,Low
fibonaccibalance,access_control,mythril,SWC-107,Medium
fibonaccibalance,access_control,mythril,SWC-114,Medium
arbitrary_location_write_simple,access_control,mythril,SWC-124,High
arbitrary_location_write_simple,access_control,mythril,SWC-101,High
arbitrary_location_write_simple,access_control,mythril,SWC-101,High
arbitrary_location_write_simple,access_control,mythril,SWC-101,Low
arbitrary_location_write_simple,access_control,mythril,SWC-101,Low
incorrect_constructor_name1,access_control,mythril,SWC-114,Medium
incorrect_constructor_name1,access_control,mythril,SWC-105,High
incorrect_constructor_name2,access_control,mythril,SWC-114,Medium
incorrect_constructor_name2,access_control,mythril,SWC-105,High
incorrect_constructor_name3,access_control,mythril,SWC-114,Medium
incorrect_constructor_name3,access_control,mythril,SWC-105,High
integer_overflow_1,arithmetic,mythril,SWC-101,High
integer_overflow_add,arithmetic,mythril,SWC-101,High
guess_the_random_number,bad_randomness,mythril,SWC-105,High
auction,denial_of_service,mythril,SWC-114,Medium
eth_tx_order_dependence_minimal,front_running,mythril,SWC-114,Medium
eth_tx_order_dependence_minimal,front_running,mythril,SWC-105,High
reentrance,reentrancy,mythril,SWC-107,Low
reentrance,reentrancy,mythril,SWC-104,Medium
reentrance,reentrancy,mythril,SWC-105,High
reentrance,reentrancy,mythril,SWC-107,Medium
reentrance,reentrancy,mythril,SWC-107,Medium
reentrancy_bonus,reentrancy,mythril,SWC-107,Medium
reentrancy_bonus,reentrancy,mythril,SWC-107,Medium
reentrancy_bonus,reentrancy,mythril,SWC-107,Low
reentrancy_bonus,reentrancy,mythril,SWC-114,Medium
reentrancy_bonus,reentrancy,mythril,SWC-105,High
reentrancy_bonus,reentrancy,mythril,SWC-105,High
reentrancy_cross_function,reentrancy,mythril,SWC-107,Low
reentrancy_cross_function,reentrancy,mythril,SWC-114,Medium
reentrancy_cross_function,reentrancy,mythril,SWC-107,Medium
reentrancy_dao,reentrancy,mythril,SWC-107,Low
reentrancy_dao,reentrancy,mythril,SWC-114,Medium
reentrancy_dao,reentrancy,mythril,SWC-107,Medium
reentrancy_insecure,reentrancy,mythril,SWC-107,Low
reentrancy_insecure,reentrancy,mythril,SWC-114,Medium
reentrancy_insecure,reentrancy,mythril,SWC-107,Medium
short_address_example,short_addresses,mythril,SWC-110,Medium
short_address_example,short_addresses,mythril,SWC-110,Medium
ether_lotto,time_manipulation,mythril,SWC-110,Medium
ether_lotto,time_manipulation,mythril,SWC-116,Low
ether_lotto,time_manipulation,mythril,SWC-113,Low
ether_lotto,time_manipulation,mythril,SWC-114,Medium
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,mythril,SWC-107,Low
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,mythril,SWC-104,Medium
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,mythril,SWC-107,Low
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,mythril,SWC-104,Medium
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,mythril,SWC-104,Medium
arbitrary_location_write_simple,access_control,confuzzius,SWC-101,High
arbitrary_location_write_simple,access_control,confuzzius,SWC-110,Medium
arbitrary_location_write_simple,access_control,confuzzius,SWC-110,Medium
arbitrary_location_write_simple,access_control,confuzzius,SWC-110,Medium
arbitrary_location_write_simple,access_control,confuzzius,SWC-110,Medium
arbitrary_location_write_simple,access_control,confuzzius,SWC-110,Medium
arbitrary_location_write_simple,access_control,confuzzius,SWC-110,Medium
arbitrary_location_write_simple,access_control,confuzzius,SWC-124,High
fibonaccibalance,access_control,confuzzius,SWC-110,Medium
fibonaccibalance,access_control,confuzzius,SWC-110,Medium
fibonaccibalance,access_control,confuzzius,SWC-110,Medium
fibonaccibalance,access_control,confuzzius,SWC-110,Medium
fibonaccibalance,access_control,confuzzius,SWC-110,Medium
fibonaccibalance,access_control,confuzzius,SWC-101,High
incorrect_constructor_name1,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name1,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name1,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name1,access_control,confuzzius,SWC-114,Medium
incorrect_constructor_name1,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name1,access_control,confuzzius,SWC-105,High
incorrect_constructor_name2,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name2,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name2,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name2,access_control,confuzzius,SWC-105,High
incorrect_constructor_name2,access_control,confuzzius,SWC-114,Medium
incorrect_constructor_name2,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name3,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name3,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name3,access_control,confuzzius,SWC-110,Medium
incorrect_constructor_name3,access_control,confuzzius,SWC-114,Medium
incorrect_constructor_name3,access_control,confuzzius,SWC-105,High
bectoken,arithmetic,confuzzius,SWC-101,High
insecure_transfer,arithmetic,confuzzius,SWC-110,Medium
insecure_transfer,arithmetic,confuzzius,SWC-110,Medium
insecure_transfer,arithmetic,confuzzius,SWC-110,Medium
insecure_transfer,arithmetic,confuzzius,SWC-110,Medium
integer_overflow_1,arithmetic,confuzzius,SWC-101,High
integer_overflow_add,arithmetic,confuzzius,SWC-101,High
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-110,Medium
blackjack,bad_randomness,confuzzius,SWC-114,Medium
etheraffle,bad_randomness,confuzzius,SWC-114,Medium
etheraffle,bad_randomness,confuzzius,SWC-114,Medium
etheraffle,bad_randomness,confuzzius,SWC-104,Medium
guess_the_random_number,bad_randomness,confuzzius,SWC-110,Medium
guess_the_random_number,bad_randomness,confuzzius,SWC-110,Medium
guess_the_random_number,bad_randomness,confuzzius,SWC-110,Medium
lottery,bad_randomness,confuzzius,SWC-120,Low
lottery,bad_randomness,confuzzius,SWC-114,Medium
lucky_doubler,bad_randomness,confuzzius,SWC-104,Medium
lucky_doubler,bad_randomness,confuzzius,SWC-104,Medium
lucky_doubler,bad_randomness,confuzzius,SWC-104,Medium
lucky_doubler,bad_randomness,confuzzius,SWC-104,Medium
lucky_doubler,bad_randomness,confuzzius,SWC-104,Medium
lucky_doubler,bad_randomness,confuzzius,SWC-104,Medium
dos_address,denial_of_service,confuzzius,SWC-110,Medium
dos_address,denial_of_service,confuzzius,SWC-110,Medium
dos_address,denial_of_service,confuzzius,SWC-110,Medium
dos_address,denial_of_service,confuzzius,SWC-110,Medium
dos_address,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_number,denial_of_service,confuzzius,SWC-110,Medium
dos_simple,denial_of_service,confuzzius,SWC-110,Medium
dos_simple,denial_of_service,confuzzius,SWC-110,Medium
list_dos,denial_of_service,confuzzius,SWC-104,Medium
list_dos,denial_of_service,confuzzius,SWC-120,Low
list_dos,denial_of_service,confuzzius,SWC-104,Medium
list_dos,denial_of_service,confuzzius,SWC-104,Medium
list_dos,denial_of_service,confuzzius,SWC-101,High
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
erc20,front_running,confuzzius,SWC-110,Medium
eth_tx_order_dependence_minimal,front_running,confuzzius,SWC-114,Medium
eth_tx_order_dependence_minimal,front_running,confuzzius,SWC-105,High
findthishash,front_running,confuzzius,SWC-110,Medium
findthishash,front_running,confuzzius,SWC-110,Medium
findthishash,front_running,confuzzius,SWC-110,Medium
findthishash,front_running,confuzzius,SWC-110,Medium
odds_and_evens,front_running,confuzzius,SWC-104,Medium
odds_and_evens,front_running,confuzzius,SWC-104,Medium
odds_and_evens,front_running,confuzzius,SWC-104,Medium
odds_and_evens,front_running,confuzzius,SWC-114,Medium
reentrance,reentrancy,confuzzius,SWC-107,High
reentrance,reentrancy,confuzzius,SWC-104,Medium
reentrancy_bonus,reentrancy,confuzzius,SWC-110,Medium
reentrancy_bonus,reentrancy,confuzzius,SWC-107,High
reentrancy_bonus,reentrancy,confuzzius,SWC-110,Medium
reentrancy_bonus,reentrancy,confuzzius,SWC-110,Medium
reentrancy_cross_function,reentrancy,confuzzius,SWC-110,Medium
reentrancy_cross_function,reentrancy,confuzzius,SWC-107,High
reentrancy_cross_function,reentrancy,confuzzius,SWC-110,Medium
reentrancy_cross_function,reentrancy,confuzzius,SWC-110,Medium
reentrancy_cross_function,reentrancy,confuzzius,SWC-114,Medium
reentrancy_cross_function,reentrancy,confuzzius,SWC-114,Medium
reentrancy_dao,reentrancy,confuzzius,SWC-107,High
reentrancy_dao,reentrancy,confuzzius,SWC-114,Medium
reentrancy_insecure,reentrancy,confuzzius,SWC-107,High
reentrancy_insecure,reentrancy,confuzzius,SWC-110,Medium
reentrancy_insecure,reentrancy,confuzzius,SWC-110,Medium
short_address_example,short_addresses,confuzzius,SWC-110,Medium
short_address_example,short_addresses,confuzzius,SWC-110,Medium
short_address_example,short_addresses,confuzzius,SWC-110,Medium
ether_lotto,time_manipulation,confuzzius,SWC-110,Medium
ether_lotto,time_manipulation,confuzzius,SWC-120,Low
ether_lotto,time_manipulation,confuzzius,SWC-114,Medium
lottopollo,time_manipulation,confuzzius,SWC-120,Low
lottopollo,time_manipulation,confuzzius,SWC-120,Low
roulette,time_manipulation,confuzzius,SWC-110,Medium
roulette,time_manipulation,confuzzius,SWC-110,Medium
roulette,time_manipulation,confuzzius,SWC-120,Low
roulette,time_manipulation,confuzzius,SWC-110,Medium
roulette,time_manipulation,confuzzius,SWC-120,Low
timed_crowdsale,time_manipulation,confuzzius,SWC-120,Low
timed_crowdsale,time_manipulation,confuzzius,SWC-110,Medium
timed_crowdsale,time_manipulation,confuzzius,SWC-110,Medium
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,confuzzius,SWC-110,Medium
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,confuzzius,SWC-110,Medium
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,unchecked_low_level_calls,confuzzius,SWC-104,Medium
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,confuzzius,SWC-104,Medium
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,unchecked_low_level_calls,confuzzius,SWC-107,High
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,confuzzius,SWC-104,Medium
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,unchecked_low_level_calls,confuzzius,SWC-105,High
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,unchecked_low_level_calls,confuzzius,SWC-104,Medium
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,confuzzius,SWC-104,Medium
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,unchecked_low_level_calls,confuzzius,SWC-110,Medium
